datum_zobrazeni;datum;kraj_kod;kraj;okres_kod;okres;body;incidence14_100;incidence14_100_body;incidence_65_14_100;incidence_65_14_100_body;incidence_65_roste;incidence_65_roste_body;simple_r;simple_r_body;pozit_perc_test;pozit_perc_test_body;pozit_perc_test_roste;pozit_perc_test_roste_body
2020-11-10;2020-11-09;CZ051;Liberecký kraj;CZ0513;Liberec;79;1585.186703500000;20;1177.515471000000;20;1;2;0.964013840830;5;0.367061923583;30;1;2
2020-11-10;2020-11-09;CZ051;Liberecký kraj;CZ0514;Semily;79;1915.057289700000;20;1593.403186800000;20;1;2;0.930537352555;5;0.384615384615;30;1;2
2020-11-10;2020-11-09;CZ052;Královéhradecký kraj;CZ0521;Hradec Králové;72;1429.849710500000;20;1212.926809000000;20;0;0;0.699585635359;0;0.320772640911;30;1;2
2020-11-10;2020-11-09;CZ052;Královéhradecký kraj;CZ0522;Jičín;77;1770.254231900000;20;1391.171636500000;20;1;2;0.838709677419;5;0.352818371607;30;0;0
2020-11-10;2020-11-09;CZ052;Královéhradecký kraj;CZ0523;Náchod;70;1975.299659800000;20;1758.523667600000;20;0;0;0.650418888042;0;0.352455633512;30;0;0
2020-11-10;2020-11-09;CZ052;Královéhradecký kraj;CZ0524;Rychnov nad Kněžnou;70;1688.018845300000;20;1658.840031700000;20;0;0;0.789115646258;0;0.363864491844;30;0;0
2020-11-10;2020-11-09;CZ052;Královéhradecký kraj;CZ0525;Trutnov;75;1706.250317800000;20;1599.532983000000;20;0;0;0.840909090909;5;0.314584695879;30;0;0
2020-11-10;2020-11-09;CZ053;Pardubický kraj;CZ0531;Chrudim;77;1883.131159600000;20;1360.952205200000;20;0;0;0.861663652802;5;0.370817120622;30;1;2
2020-11-10;2020-11-09;CZ053;Pardubický kraj;CZ0532;Pardubice;70;1650.697385400000;20;1478.494623600000;20;0;0;0.736143187066;0;0.347506132461;30;0;0
2020-11-10;2020-11-09;CZ053;Pardubický kraj;CZ0533;Svitavy;75;1504.797139900000;20;1256.387417300000;20;0;0;0.877899877899;5;0.323728050427;30;0;0
2020-11-10;2020-11-09;CZ053;Pardubický kraj;CZ0534;Ústí nad Orlicí;77;1587.416380400000;20;1319.815012400000;20;1;2;0.888888888888;5;0.320295657530;30;0;0
2020-11-10;2020-11-09;CZ063;Kraj Vysočina;CZ0631;Havlíčkův Brod;82;1923.826581600000;20;1620.891490300000;20;1;2;1.036223929747;10;0.451458632233;30;0;0
2020-11-10;2020-11-09;CZ063;Kraj Vysočina;CZ0632;Jihlava;75;1665.082550000000;20;1659.955257200000;20;0;0;0.975941422594;5;0.430549146285;30;0;0
2020-11-10;2020-11-09;CZ063;Kraj Vysočina;CZ0633;Pelhřimov;82;2360.930541300000;20;1721.489824600000;20;1;2;1.086448598130;10;0.498125334761;30;0;0
2020-11-10;2020-11-09;CZ063;Kraj Vysočina;CZ0634;Třebíč;82;1590.109195900000;20;1442.539571100000;20;0;0;1.122347066167;10;0.462924819773;30;1;2
2020-11-10;2020-11-09;CZ063;Kraj Vysočina;CZ0635;Žďár nad Sázavou;80;1795.900404500000;20;1386.113355100000;20;0;0;1.005730659025;10;0.413752455795;30;0;0
2020-11-10;2020-11-09;CZ064;Jihomoravský kraj;CZ0641;Blansko;75;1287.384547700000;20;1495.001785000000;20;0;0;0.971139971139;5;0.364177489177;30;0;0
2020-11-10;2020-11-09;CZ064;Jihomoravský kraj;CZ0642;Brno-město;80;1147.776559800000;20;942.648224800000;16;1;2;1.056049822064;10;0.361284431593;30;1;2
2020-11-10;2020-11-09;CZ064;Jihomoravský kraj;CZ0643;Brno-venkov;84;1364.838276000000;20;1156.964782700000;20;1;2;1.022712933753;10;0.378473032920;30;1;2
2020-11-10;2020-11-09;CZ064;Jihomoravský kraj;CZ0644;Břeclav;80;1063.710863200000;20;1183.534188500000;20;0;0;1.029595015576;10;0.320873786407;30;0;0
2020-11-10;2020-11-09;CZ064;Jihomoravský kraj;CZ0645;Hodonín;75;1738.955327600000;20;1324.855925800000;20;0;0;0.869413407821;5;0.353793691389;30;0;0
2020-11-10;2020-11-09;CZ064;Jihomoravský kraj;CZ0646;Vyškov;79;1324.230602500000;20;1176.470588200000;20;1;2;0.911676646706;5;0.349197247706;30;1;2
2020-11-10;2020-11-09;CZ064;Jihomoravský kraj;CZ0647;Znojmo;75;1091.376551100000;20;1221.286539300000;20;0;0;0.822349570200;5;0.337845791642;30;0;0
2020-11-10;2020-11-09;CZ071;Olomoucký kraj;CZ0711;Jeseník;80;1654.024441600000;20;1654.761904700000;20;0;0;1.073333333333;10;0.400000000000;30;0;0
2020-11-10;2020-11-09;CZ071;Olomoucký kraj;CZ0712;Olomouc;71;1390.398858400000;20;946.264911600000;16;0;0;0.825000000000;5;0.327841046765;30;0;0
2020-11-10;2020-11-09;CZ071;Olomoucký kraj;CZ0713;Prostějov;75;1918.156213700000;20;1599.147121500000;20;0;0;0.905695611577;5;0.387689848121;30;0;0
2020-11-10;2020-11-09;CZ071;Olomoucký kraj;CZ0714;Přerov;75;2029.155599400000;20;1508.422945600000;20;0;0;0.900299850074;5;0.385182809493;30;0;0
2020-11-10;2020-11-09;CZ071;Olomoucký kraj;CZ0715;Šumperk;75;1389.338714600000;20;1068.002640800000;20;0;0;0.935114503816;5;0.352011494252;30;0;0
2020-11-10;2020-11-09;CZ072;Zlínský kraj;CZ0721;Kroměříž;75;1616.623790800000;20;1024.212748700000;20;0;0;0.801081081081;5;0.354885057471;30;0;0
2020-11-10;2020-11-09;CZ072;Zlínský kraj;CZ0722;Uherské Hradiště;72;1871.669033700000;20;1483.940913400000;20;0;0;0.794078061911;0;0.380277151144;30;1;2
2020-11-10;2020-11-09;CZ072;Zlínský kraj;CZ0723;Vsetín;84;2312.082269300000;20;1609.093087700000;20;1;2;1.070250458155;10;0.439097744360;30;1;2
2020-11-10;2020-11-09;CZ072;Zlínský kraj;CZ0724;Zlín;70;1768.831006100000;20;1469.531385500000;20;0;0;0.750798722044;0;0.333885863130;30;0;0
2020-11-10;2020-11-09;CZ080;Moravskoslezský kraj;CZ0801;Bruntál;85;1260.958328300000;20;785.864707900000;16;1;2;1.353467561521;15;0.345911949685;30;1;2
2020-11-10;2020-11-09;CZ080;Moravskoslezský kraj;CZ0802;Frýdek-Místek;77;1693.375570600000;20;1583.038197300000;20;1;2;0.922383575363;5;0.316766981943;30;0;0
2020-11-10;2020-11-09;CZ080;Moravskoslezský kraj;CZ0803;Karviná;79;1267.842353900000;20;998.547928300000;20;1;2;1.032089063523;10;0.234663490172;25;1;2
2020-11-10;2020-11-09;CZ080;Moravskoslezský kraj;CZ0804;Nový Jičín;82;1589.291251300000;20;1386.085318200000;20;1;2;1.013923013923;10;0.348241912798;30;0;0
2020-11-10;2020-11-09;CZ080;Moravskoslezský kraj;CZ0805;Opava;75;1786.241176600000;20;1367.649604700000;20;0;0;0.853183962264;5;0.343542260208;30;0;0
2020-11-10;2020-11-09;CZ080;Moravskoslezský kraj;CZ0806;Ostrava-město;70;1161.661122300000;20;973.172014700000;20;0;0;0.793233082706;0;0.289984538739;30;0;0
2020-11-11;2020-11-10;CZ010;Hl. m. Praha;CZ0100;Praha;52;802.777666600000;16;834.109712300000;16;0;0;0.694185455161;0;0.193032902800;20;0;0
2020-11-11;2020-11-10;CZ020;Středočeský kraj;CZ0201;Benešov;77;2130.484639900000;20;1936.998630400000;20;1;2;0.809243697478;5;0.404962153069;30;0;0
2020-11-11;2020-11-10;CZ020;Středočeský kraj;CZ0202;Beroun;61;1078.289044500000;20;897.399256900000;16;0;0;0.702380952380;0;0.241097489784;25;0;0
2020-11-11;2020-11-10;CZ020;Středočeský kraj;CZ0203;Kladno;67;1113.627217100000;20;1174.632927200000;20;1;2;0.799811142587;0;0.259100642398;25;0;0
2020-11-11;2020-11-10;CZ020;Středočeský kraj;CZ0204;Kolín;70;1495.766056300000;20;1369.795027000000;20;0;0;0.610441767068;0;0.308943089430;30;0;0
2020-11-11;2020-11-10;CZ020;Středočeský kraj;CZ0205;Kutná Hora;77;1163.158727600000;20;961.357210100000;20;1;2;0.848303393213;5;0.300778485491;30;0;0
2020-11-11;2020-11-10;CZ020;Středočeský kraj;CZ0206;Mělník;65;1130.811879000000;20;1403.354359200000;20;0;0;0.676837725381;0;0.248979591836;25;0;0
2020-11-11;2020-11-10;CZ020;Středočeský kraj;CZ0207;Mladá Boleslav;79;1360.027614700000;20;1196.281939000000;20;1;2;0.824365482233;5;0.295702840495;30;1;2
2020-11-11;2020-11-10;CZ020;Středočeský kraj;CZ0208;Nymburk;66;1103.225422700000;20;819.802189600000;16;0;0;0.723404255319;0;0.274035693724;30;0;0
2020-11-11;2020-11-10;CZ020;Středočeský kraj;CZ0209;Praha-východ;72;1061.141172200000;20;1115.428900400000;20;1;2;0.716317991631;0;0.269521410579;30;0;0
2020-11-11;2020-11-10;CZ020;Středočeský kraj;CZ020A;Praha-západ;52;889.927546900000;16;884.653190300000;16;0;0;0.671703296703;0;0.208085106382;20;0;0
2020-11-11;2020-11-10;CZ020;Středočeský kraj;CZ020B;Příbram;77;1709.758131700000;20;1611.061778500000;20;0;0;0.836697247706;5;0.409703504043;30;1;2
2020-11-11;2020-11-10;CZ020;Středočeský kraj;CZ020C;Rakovník;70;1835.787048700000;20;1462.617224400000;20;0;0;0.672333848531;0;0.324869305451;30;0;0
2020-11-11;2020-11-10;CZ031;Jihočeský kraj;CZ0311;České Budějovice;79;1686.548955300000;20;1373.178302700000;20;1;2;0.874255065554;5;0.375961045617;30;1;2
2020-11-11;2020-11-10;CZ031;Jihočeský kraj;CZ0312;Český Krumlov;77;1172.915719000000;20;1359.529865800000;20;0;0;0.966666666666;5;0.362122788761;30;1;2
2020-11-11;2020-11-10;CZ031;Jihočeský kraj;CZ0313;Jindřichův Hradec;77;1873.373616100000;20;1525.708182800000;20;1;2;0.936507936507;5;0.368914694059;30;0;0
2020-11-11;2020-11-10;CZ031;Jihočeský kraj;CZ0314;Písek;79;1834.131895400000;20;1415.783124800000;20;1;2;0.834146341463;5;0.354955889984;30;1;2
2020-11-11;2020-11-10;CZ031;Jihočeský kraj;CZ0315;Prachatice;75;1841.971046300000;20;1804.123711300000;20;0;0;0.944558521560;5;0.339985218033;30;0;0
2020-11-11;2020-11-10;CZ031;Jihočeský kraj;CZ0316;Strakonice;82;1713.954671300000;20;1520.475739900000;20;1;2;1.024038461538;10;0.376546847377;30;0;0
2020-11-11;2020-11-10;CZ031;Jihočeský kraj;CZ0317;Tábor;75;1855.840927900000;20;1573.450287100000;20;0;0;0.929547844374;5;0.375053033517;30;0;0
2020-11-11;2020-11-10;CZ032;Plzeňský kraj;CZ0321;Domažlice;74;1306.757758300000;20;1218.036621700000;20;1;2;0.738493723849;0;0.370798319327;30;1;2
2020-11-11;2020-11-10;CZ032;Plzeňský kraj;CZ0322;Klatovy;70;1424.686071400000;20;1192.108872200000;20;0;0;0.799703264094;0;0.305382436260;30;0;0
2020-11-11;2020-11-10;CZ032;Plzeňský kraj;CZ0323;Plzeň-město;66;1043.339509900000;20;923.587381700000;16;0;0;0.675198587819;0;0.284175334323;30;0;0
2020-11-11;2020-11-10;CZ032;Plzeňský kraj;CZ0324;Plzeň-jih;61;1239.604334600000;20;894.233734100000;16;0;0;0.605633802816;0;0.249378624689;25;0;0
2020-11-11;2020-11-10;CZ032;Plzeňský kraj;CZ0325;Plzeň-sever;70;1119.043748900000;20;976.153039800000;20;0;0;0.764344262295;0;0.293238993710;30;0;0
2020-11-11;2020-11-10;CZ032;Plzeňský kraj;CZ0326;Rokycany;72;1118.563699300000;20;1209.717402000000;20;0;0;0.627507163323;0;0.302068965517;30;1;2
2020-11-11;2020-11-10;CZ032;Plzeňský kraj;CZ0327;Tachov;71;1207.302709000000;20;914.000830900000;16;0;0;0.850000000000;5;0.325185972369;30;0;0
2020-11-11;2020-11-10;CZ041;Karlovarský kraj;CZ0411;Cheb;69;821.747386300000;16;707.993298300000;16;1;2;0.814645308924;5;0.295435684647;30;0;0
2020-11-11;2020-11-10;CZ041;Karlovarský kraj;CZ0412;Karlovy Vary;79;1133.097597900000;20;1331.822045900000;20;1;2;0.915514592933;5;0.312860892388;30;1;2
2020-11-11;2020-11-10;CZ041;Karlovarský kraj;CZ0413;Sokolov;77;1430.644356700000;20;1455.338204100000;20;1;2;0.847041847041;5;0.355757575757;30;0;0
2020-11-11;2020-11-10;CZ042;Ústecký kraj;CZ0421;Děčín;79;1225.085300500000;20;1207.162251400000;20;1;2;0.859375000000;5;0.361842105263;30;1;2
2020-11-11;2020-11-10;CZ042;Ústecký kraj;CZ0422;Chomutov;75;1455.828918000000;20;1366.492376600000;20;0;0;0.812567713976;5;0.324675324675;30;0;0
2020-11-11;2020-11-10;CZ042;Ústecký kraj;CZ0423;Litoměřice;75;1626.165725100000;20;1298.108825400000;20;0;0;0.852295409181;5;0.353916286779;30;0;0
2020-11-11;2020-11-10;CZ042;Ústecký kraj;CZ0424;Louny;70;1290.791431600000;20;1049.386375700000;20;0;0;0.760368663594;0;0.291519434628;30;0;0
2020-11-11;2020-11-10;CZ042;Ústecký kraj;CZ0425;Most;77;1553.156443500000;20;1522.368543900000;20;1;2;0.833333333333;5;0.364891518737;30;0;0
2020-11-11;2020-11-10;CZ042;Ústecký kraj;CZ0426;Teplice;75;1166.790628400000;20;966.202783300000;20;0;0;0.875305623471;5;0.325306678782;30;0;0
2020-11-11;2020-11-10;CZ042;Ústecký kraj;CZ0427;Ústí nad Labem;70;1401.900484300000;20;1489.299570300000;20;0;0;0.761006289308;0;0.316339869281;30;0;0
2020-11-11;2020-11-10;CZ051;Liberecký kraj;CZ0511;Česká Lípa;77;1300.096805400000;20;1082.338660700000;20;1;2;0.820816864295;5;0.319323423885;30;0;0
2020-11-11;2020-11-10;CZ051;Liberecký kraj;CZ0512;Jablonec nad Nisou;75;1738.228903500000;20;1523.480446000000;20;0;0;0.860227272727;5;0.331871985971;30;0;0
2020-11-11;2020-11-10;CZ051;Liberecký kraj;CZ0513;Liberec;79;1515.151515100000;20;1123.080449200000;20;1;2;0.877251501000;5;0.365989423879;30;1;2
2020-11-11;2020-11-10;CZ051;Liberecký kraj;CZ0514;Semily;79;1839.480680700000;20;1506.603013200000;20;1;2;0.817839195979;5;0.372425629290;30;1;2
2020-11-11;2020-11-10;CZ052;Královéhradecký kraj;CZ0521;Hradec Králové;70;1381.761959500000;20;1235.080723300000;20;0;0;0.764158262218;0;0.293242036320;30;0;0
2020-11-11;2020-11-10;CZ052;Královéhradecký kraj;CZ0522;Jičín;77;1725.279530200000;20;1379.431791500000;20;1;2;0.832689832689;5;0.342872284048;30;0;0
2020-11-11;2020-11-10;CZ052;Královéhradecký kraj;CZ0523;Náchod;70;1877.989777900000;20;1667.494207200000;20;0;0;0.660640920295;0;0.329913828477;30;0;0
2020-11-11;2020-11-10;CZ052;Královéhradecký kraj;CZ0524;Rychnov nad Kněžnou;75;1589.761031900000;20;1500.274440400000;20;0;0;0.828737300435;5;0.352034525277;30;0;0
2020-11-11;2020-11-10;CZ052;Královéhradecký kraj;CZ0525;Trutnov;75;1695.231314300000;20;1556.723097800000;20;0;0;0.847058823529;5;0.315045439246;30;0;0
2020-11-11;2020-11-10;CZ053;Pardubický kraj;CZ0531;Chrudim;70;1843.939089700000;20;1365.565602500000;20;0;0;0.736348122866;0;0.348124243646;30;0;0
2020-11-11;2020-11-10;CZ053;Pardubický kraj;CZ0532;Pardubice;70;1585.148283400000;20;1421.299473800000;20;0;0;0.715511955855;0;0.331345826235;30;0;0
2020-11-11;2020-11-10;CZ053;Pardubický kraj;CZ0533;Svitavy;79;1477.959993400000;20;1218.883315300000;20;1;2;0.957317073170;5;0.338070628768;30;1;2
2020-11-11;2020-11-10;CZ053;Pardubický kraj;CZ0534;Ústí nad Orlicí;77;1541.854999000000;20;1369.619352500000;20;1;2;0.904318374259;5;0.318901164526;30;0;0
2020-11-11;2020-11-10;CZ063;Kraj Vysočina;CZ0631;Havlíčkův Brod;77;1884.844334400000;20;1625.894241800000;20;1;2;0.981837606837;5;0.444820909970;30;0;0
2020-11-11;2020-11-10;CZ063;Kraj Vysočina;CZ0632;Jihlava;79;1790.051747800000;20;1718.120805300000;20;1;2;0.955985915492;5;0.481810115350;30;1;2
2020-11-11;2020-11-10;CZ063;Kraj Vysočina;CZ0633;Pelhřimov;77;2323.587176000000;20;1663.893510800000;20;1;2;0.925963488843;5;0.484093319194;30;0;0
2020-11-11;2020-11-10;CZ063;Kraj Vysočina;CZ0634;Třebíč;84;1517.913545700000;20;1315.385627200000;20;1;2;1.003416856492;10;0.451563300871;30;1;2
2020-11-11;2020-11-10;CZ063;Kraj Vysočina;CZ0635;Žďár nad Sázavou;82;1830.599705400000;20;1432.884051100000;20;0;0;1.023148148148;10;0.420311905667;30;1;2
2020-11-11;2020-11-10;CZ064;Jihomoravský kraj;CZ0641;Blansko;75;1204.918633600000;20;1392.359871400000;20;0;0;0.898071625344;5;0.347918890074;30;0;0
2020-11-11;2020-11-10;CZ064;Jihomoravský kraj;CZ0642;Brno-město;80;1089.561710300000;20;918.735920000000;16;1;2;1.035034602076;10;0.379660479136;30;1;2
2020-11-11;2020-11-10;CZ064;Jihomoravský kraj;CZ0643;Brno-venkov;77;1278.478646000000;20;1147.283069100000;20;0;0;0.961373390557;5;0.396861554036;30;1;2
2020-11-11;2020-11-10;CZ064;Jihomoravský kraj;CZ0644;Břeclav;77;1020.715274600000;20;1105.783767400000;20;0;0;0.973254086181;5;0.333333333333;30;1;2
2020-11-11;2020-11-10;CZ064;Jihomoravský kraj;CZ0645;Hodonín;70;1640.217483000000;20;1243.422701000000;20;0;0;0.782142857142;0;0.326184092940;30;0;0
2020-11-11;2020-11-10;CZ064;Jihomoravský kraj;CZ0646;Vyškov;79;1286.302557400000;20;1159.502262400000;20;1;2;0.906870229007;5;0.351895734597;30;1;2
2020-11-11;2020-11-10;CZ064;Jihomoravský kraj;CZ0647;Znojmo;70;1059.894535200000;20;1163.969842500000;20;0;0;0.729166666666;0;0.328741390106;30;0;0
2020-11-11;2020-11-10;CZ071;Olomoucký kraj;CZ0711;Jeseník;75;1561.841550700000;20;1500.000000000000;20;0;0;0.836734693877;5;0.399512789281;30;0;0
2020-11-11;2020-11-10;CZ071;Olomoucký kraj;CZ0712;Olomouc;66;1205.238839400000;20;850.575201400000;16;0;0;0.711926605504;0;0.295731707317;30;0;0
2020-11-11;2020-11-10;CZ071;Olomoucký kraj;CZ0713;Prostějov;75;1758.003055700000;20;1545.842217400000;20;0;0;0.843811394891;5;0.365843270868;30;0;0
2020-11-11;2020-11-10;CZ071;Olomoucký kraj;CZ0714;Přerov;70;1775.125084900000;20;1354.277535100000;20;0;0;0.795665634674;0;0.370985203897;30;0;0
2020-11-11;2020-11-10;CZ071;Olomoucký kraj;CZ0715;Šumperk;75;1213.283838600000;20;963.144199700000;20;0;0;0.875314861460;5;0.336398838334;30;0;0
2020-11-11;2020-11-10;CZ072;Zlínský kraj;CZ0721;Kroměříž;70;1540.681393100000;20;1024.212748700000;20;0;0;0.733261339092;0;0.340180360721;30;0;0
2020-11-11;2020-11-10;CZ072;Zlínský kraj;CZ0722;Uherské Hradiště;70;1799.952188700000;20;1456.836969700000;20;0;0;0.698657718120;0;0.360332294911;30;0;0
2020-11-11;2020-11-10;CZ072;Zlínský kraj;CZ0723;Vsetín;79;2120.920367800000;20;1492.690609000000;20;1;2;0.851657022619;5;0.436623516720;30;1;2
2020-11-11;2020-11-10;CZ072;Zlínský kraj;CZ0724;Zlín;70;1691.085926500000;20;1479.443907500000;20;0;0;0.733744394618;0;0.326841448189;30;0;0
2020-11-11;2020-11-10;CZ080;Moravskoslezský kraj;CZ0801;Bruntál;73;1223.839208700000;20;796.137449200000;16;0;0;0.982113821138;5;0.353629976580;30;1;2
2020-11-11;2020-11-10;CZ080;Moravskoslezský kraj;CZ0802;Frýdek-Místek;77;1665.424392000000;20;1573.530460400000;20;1;2;0.831205673758;5;0.316699693748;30;0;0
2020-11-11;2020-11-10;CZ080;Moravskoslezský kraj;CZ0803;Karviná;74;1245.108069000000;20;976.667396000000;20;1;2;0.947716346153;5;0.233664246555;25;1;2
2020-11-11;2020-11-10;CZ080;Moravskoslezský kraj;CZ0804;Nový Jičín;77;1545.749025200000;20;1379.356748700000;20;1;2;0.856394913986;5;0.343019772318;30;0;0
2020-11-11;2020-11-10;CZ080;Moravskoslezský kraj;CZ0805;Opava;70;1734.038448400000;20;1338.796237500000;20;0;0;0.785755983654;0;0.331690487925;30;0;0
2020-11-11;2020-11-10;CZ080;Moravskoslezský kraj;CZ0806;Ostrava-město;66;1125.427540600000;20;945.322895000000;16;0;0;0.723098330241;0;0.282223026792;30;0;0
2020-11-12;2020-11-11;CZ010;Hl. m. Praha;CZ0100;Praha;52;778.689050700000;16;845.257718000000;16;0;0;0.723910655437;0;0.192614964925;20;0;0
2020-11-12;2020-11-11;CZ020;Středočeský kraj;CZ0201;Benešov;72;1915.223207900000;20;1795.147720600000;20;0;0;0.669724770642;0;0.395371738060;30;1;2
2020-11-12;2020-11-11;CZ020;Středočeský kraj;CZ0202;Beroun;61;995.181888900000;20;897.399256900000;16;0;0;0.677655677655;0;0.232558139534;25;0;0
2020-11-12;2020-11-11;CZ020;Středočeský kraj;CZ0203;Kladno;65;1095.607359300000;20;1159.012808400000;20;0;0;0.742857142857;0;0.235674975720;25;0;0
2020-11-12;2020-11-11;CZ020;Středočeský kraj;CZ0204;Kolín;70;1480.175009500000;20;1295.349645100000;20;0;0;0.493862134088;0;0.279231179925;30;0;0
2020-11-12;2020-11-11;CZ020;Středočeský kraj;CZ0205;Kutná Hora;77;1157.883631300000;20;992.774112400000;20;1;2;0.823412698412;5;0.297065139584;30;0;0
2020-11-12;2020-11-11;CZ020;Středočeský kraj;CZ0206;Mělník;65;1115.258641100000;20;1300.669893800000;20;0;0;0.720789074355;0;0.256618044300;25;0;0
2020-11-12;2020-11-11;CZ020;Středočeský kraj;CZ0207;Mladá Boleslav;74;1328.577455600000;20;1179.609020000000;20;1;2;0.781021897810;0;0.292692457991;30;1;2
2020-11-12;2020-11-11;CZ020;Středočeský kraj;CZ0208;Nymburk;73;1152.786313200000;20;957.317395600000;16;1;2;0.928446771378;5;0.295884315906;30;0;0
2020-11-12;2020-11-11;CZ020;Středočeský kraj;CZ0209;Praha-východ;65;1037.380250300000;20;1172.999424200000;20;0;0;0.614853195164;0;0.243585357509;25;0;0
2020-11-12;2020-11-11;CZ020;Středočeský kraj;CZ020A;Praha-západ;52;822.965353700000;16;794.905765200000;16;0;0;0.630276564774;0;0.199447259327;20;0;0
2020-11-12;2020-11-11;CZ020;Středočeský kraj;CZ020B;Příbram;77;1675.875729700000;20;1657.575373100000;20;0;0;0.831916902738;5;0.394359892569;30;1;2
2020-11-12;2020-11-11;CZ020;Středočeský kraj;CZ020C;Rakovník;70;1706.202080500000;20;1367.977286400000;20;0;0;0.512861736334;0;0.295370370370;30;0;0
2020-11-12;2020-11-11;CZ031;Jihočeský kraj;CZ0311;České Budějovice;72;1539.026967400000;20;1323.196716900000;20;1;2;0.772808586762;0;0.349043899811;30;0;0
2020-11-12;2020-11-11;CZ031;Jihočeský kraj;CZ0312;Český Krumlov;72;1096.562479600000;20;1227.962459400000;20;0;0;0.755344418052;0;0.355307262569;30;1;2
2020-11-12;2020-11-11;CZ031;Jihočeský kraj;CZ0313;Jindřichův Hradec;75;1827.063026500000;20;1413.822916100000;20;0;0;0.803364879074;5;0.338053097345;30;0;0
2020-11-12;2020-11-11;CZ031;Jihočeský kraj;CZ0314;Písek;70;1899.786274000000;20;1511.015173600000;20;0;0;0.743467933491;0;0.335836909871;30;0;0
2020-11-12;2020-11-11;CZ031;Jihočeský kraj;CZ0315;Prachatice;79;1661.501039600000;20;1804.123711300000;20;1;2;0.922000000000;5;0.388701517706;30;1;2
2020-11-12;2020-11-11;CZ031;Jihočeský kraj;CZ0316;Strakonice;82;1603.741592700000;20;1459.656710300000;20;1;2;1.188679245283;10;0.373887240356;30;0;0
2020-11-12;2020-11-11;CZ031;Jihočeský kraj;CZ0317;Tábor;70;1728.154393400000;20;1568.928878200000;20;0;0;0.757481940144;0;0.359451518119;30;0;0
2020-11-12;2020-11-11;CZ032;Plzeňský kraj;CZ0321;Domažlice;72;1284.199671200000;20;1145.438412500000;20;0;0;0.645161290322;0;0.364520048602;30;1;2
2020-11-12;2020-11-11;CZ032;Plzeňský kraj;CZ0322;Klatovy;70;1416.584688300000;20;1229.032598300000;20;0;0;0.710777626193;0;0.309934562760;30;0;0
2020-11-12;2020-11-11;CZ032;Plzeňský kraj;CZ0323;Plzeň-město;66;980.543545300000;20;861.684742200000;16;0;0;0.587500000000;0;0.271116604861;30;0;0
2020-11-12;2020-11-11;CZ032;Plzeňský kraj;CZ0324;Plzeň-jih;61;1168.724798300000;20;832.562442100000;16;0;0;0.514344262295;0;0.231549815498;25;0;0
2020-11-12;2020-11-11;CZ032;Plzeňský kraj;CZ0325;Plzeň-sever;66;1055.277010200000;20;917.190775600000;16;0;0;0.631067961165;0;0.286849073256;30;0;0
2020-11-12;2020-11-11;CZ032;Plzeňský kraj;CZ0326;Rokycany;72;1063.851344500000;20;1150.223103600000;20;0;0;0.586626139817;0;0.294207317073;30;1;2
2020-11-12;2020-11-11;CZ032;Plzeňský kraj;CZ0327;Tachov;71;1181.537102400000;20;924.387203900000;16;0;0;0.802777777777;5;0.310085836909;30;0;0
2020-11-12;2020-11-11;CZ041;Karlovarský kraj;CZ0411;Cheb;69;819.564790300000;16;702.588769300000;16;1;2;0.845208845208;5;0.291772688719;30;0;0
2020-11-12;2020-11-11;CZ041;Karlovarský kraj;CZ0412;Karlovy Vary;74;1058.196450000000;20;1234.667854100000;20;1;2;0.762481089258;0;0.302884615384;30;1;2
2020-11-12;2020-11-11;CZ041;Karlovarský kraj;CZ0413;Sokolov;72;1296.875708500000;20;1219.655903800000;20;1;2;0.747678018575;0;0.329467939972;30;0;0
2020-11-12;2020-11-11;CZ042;Ústecký kraj;CZ0421;Děčín;70;1278.349878800000;20;1229.177368400000;20;0;0;0.794754846066;0;0.339668615984;30;0;0
2020-11-12;2020-11-11;CZ042;Ústecký kraj;CZ0422;Chomutov;70;1379.796071900000;20;1348.916911900000;20;0;0;0.795402298850;0;0.316270566727;30;0;0
2020-11-12;2020-11-11;CZ042;Ústecký kraj;CZ0423;Litoměřice;70;1639.536049700000;20;1339.581950800000;20;0;0;0.751450676982;0;0.348118279569;30;0;0
2020-11-12;2020-11-11;CZ042;Ústecký kraj;CZ0424;Louny;70;1258.492807700000;20;966.384063500000;20;0;0;0.728476821192;0;0.277252678008;30;0;0
2020-11-12;2020-11-11;CZ042;Ústecký kraj;CZ0425;Most;70;1447.523901600000;20;1527.038386100000;20;0;0;0.773207990599;0;0.345406824146;30;0;0
2020-11-12;2020-11-11;CZ042;Ústecký kraj;CZ0426;Teplice;66;1147.421594100000;20;958.250497000000;16;0;0;0.757539203860;0;0.318458417849;30;0;0
2020-11-12;2020-11-11;CZ042;Ústecký kraj;CZ0427;Ústí nad Labem;70;1366.706329900000;20;1531.016645100000;20;0;0;0.664278403275;0;0.292737934145;30;0;0
2020-11-12;2020-11-11;CZ051;Liberecký kraj;CZ0511;Česká Lípa;75;1352.371732800000;20;1112.684604400000;20;0;0;0.878744650499;5;0.319833852544;30;0;0
2020-11-12;2020-11-11;CZ051;Liberecký kraj;CZ0512;Jablonec nad Nisou;70;1641.170436800000;20;1465.891838100000;20;0;0;0.684961580680;0;0.294896030245;30;0;0
2020-11-12;2020-11-11;CZ051;Liberecký kraj;CZ0513;Liberec;70;1436.006058300000;20;1071.510428600000;20;0;0;0.753146853146;0;0.317044450986;30;0;0
