datum,kraj_nuts_kod,okres_lau_kod,prirustkovy_pocet_testu_okres,kumulativni_pocet_testu_okres,prirustkovy_pocet_testu_kraj,kumulativni_pocet_testu_kraj,prirustkovy_pocet_prvnich_testu_okres,kumulativni_pocet_prvnich_testu_okres,prirustkovy_pocet_prvnich_testu_kraj,kumulativni_pocet_prvnich_testu_kraj
2020-08-01,CZ020,CZ0208,62,62,671,671,35,35,490,490
2020-08-01,CZ020,CZ0203,33,33,671,671,29,29,490,490
2020-08-01,CZ020,CZ0207,61,61,671,671,45,45,490,490
2020-08-01,CZ020,CZ020A,159,159,671,671,120,120,490,490
2020-08-01,CZ020,CZ0202,62,62,671,671,48,48,490,490
2020-08-01,CZ020,CZ0209,117,117,671,671,75,75,490,490
2020-08-01,CZ020,CZ020B,18,18,671,671,12,12,490,490
2020-08-01,CZ020,CZ0204,58,58,671,671,49,49,490,490
2020-08-01,CZ020,CZ0201,17,17,671,671,14,14,490,490
2020-08-01,CZ020,CZ0206,65,65,671,671,48,48,490,490
2020-08-01,CZ020,CZ020C,11,11,671,671,8,8,490,490
2020-08-01,CZ020,CZ0205,8,8,671,671,7,7,490,490
2020-08-02,CZ020,CZ0207,34,95,460,1131,28,73,360,850
2020-08-02,CZ020,CZ0202,38,100,460,1131,32,80,360,850
2020-08-02,CZ020,CZ0208,46,108,460,1131,26,61,360,850
2020-08-02,CZ020,CZ0203,14,47,460,1131,12,41,360,850
2020-08-02,CZ020,CZ020A,70,229,460,1131,51,171,360,850
2020-08-02,CZ020,CZ0209,88,205,460,1131,59,134,360,850
2020-08-02,CZ020,CZ0204,110,168,460,1131,105,154,360,850
2020-08-02,CZ020,CZ0206,27,92,460,1131,20,68,360,850
2020-08-02,CZ020,CZ020B,5,23,460,1131,5,17,360,850
2020-08-02,CZ020,CZ0201,13,30,460,1131,11,25,360,850
2020-08-02,CZ020,CZ0205,7,15,460,1131,4,11,360,850
2020-08-02,CZ020,CZ020C,8,19,460,1131,7,15,360,850
2020-08-03,CZ020,CZ020C,10,29,954,2085,9,24,688,1538
2020-08-03,CZ020,CZ0205,47,62,954,2085,30,41,688,1538
2020-08-03,CZ020,CZ0201,125,155,954,2085,112,137,688,1538
2020-08-03,CZ020,CZ020B,50,73,954,2085,40,57,688,1538
2020-08-03,CZ020,CZ0206,63,155,954,2085,44,112,688,1538
2020-08-03,CZ020,CZ0204,54,222,954,2085,48,202,688,1538
2020-08-03,CZ020,CZ0209,193,398,954,2085,128,262,688,1538
2020-08-03,CZ020,CZ020A,182,411,954,2085,112,283,688,1538
2020-08-03,CZ020,CZ0203,51,98,954,2085,35,76,688,1538
2020-08-03,CZ020,CZ0208,65,173,954,2085,46,107,688,1538
2020-08-03,CZ020,CZ0202,48,148,954,2085,33,113,688,1538
2020-08-03,CZ020,CZ0207,66,161,954,2085,51,124,688,1538
2020-08-04,CZ020,CZ020A,188,599,1040,3125,131,414,798,2336
2020-08-04,CZ020,CZ0208,76,249,1040,3125,56,163,798,2336
2020-08-04,CZ020,CZ0207,109,270,1040,3125,93,217,798,2336
2020-08-04,CZ020,CZ0203,57,155,1040,3125,51,127,798,2336
2020-08-04,CZ020,CZ0202,61,209,1040,3125,50,163,798,2336
2020-08-04,CZ020,CZ0209,190,588,1040,3125,136,398,798,2336
2020-08-04,CZ020,CZ020B,67,140,1040,3125,49,106,798,2336
2020-08-04,CZ020,CZ0206,78,233,1040,3125,53,165,798,2336
2020-08-04,CZ020,CZ0204,68,290,1040,3125,54,256,798,2336
2020-08-04,CZ020,CZ020C,11,40,1040,3125,9,33,798,2336
2020-08-04,CZ020,CZ0201,98,253,1040,3125,81,218,798,2336
2020-08-04,CZ020,CZ0205,37,99,1040,3125,35,76,798,2336
2020-08-05,CZ020,CZ0202,38,247,884,4009,32,195,655,2991
2020-08-05,CZ020,CZ0207,106,376,884,4009,95,312,655,2991
2020-08-05,CZ020,CZ0208,73,322,884,4009,47,210,655,2991
2020-08-05,CZ020,CZ0203,41,196,884,4009,34,161,655,2991
2020-08-05,CZ020,CZ020A,147,746,884,4009,92,506,655,2991
2020-08-05,CZ020,CZ0209,163,751,884,4009,110,508,655,2991
2020-08-05,CZ020,CZ0204,68,358,884,4009,61,317,655,2991
2020-08-05,CZ020,CZ0206,67,300,884,4009,35,200,655,2991
2020-08-05,CZ020,CZ020B,56,196,884,4009,46,152,655,2991
2020-08-05,CZ020,CZ0201,73,326,884,4009,59,277,655,2991
2020-08-05,CZ020,CZ020C,15,55,884,4009,11,44,655,2991
2020-08-05,CZ020,CZ0205,37,136,884,4009,33,109,655,2991
2020-08-06,CZ020,CZ0202,38,285,897,4906,32,227,689,3680
2020-08-06,CZ020,CZ0208,81,403,897,4906,43,253,689,3680
2020-08-06,CZ020,CZ0203,60,256,897,4906,50,211,689,3680
2020-08-06,CZ020,CZ0207,103,479,897,4906,95,407,689,3680
2020-08-06,CZ020,CZ020A,147,893,897,4906,102,608,689,3680
2020-08-06,CZ020,CZ020B,64,260,897,4906,57,209,689,3680
2020-08-06,CZ020,CZ0209,177,928,897,4906,126,634,689,3680
2020-08-06,CZ020,CZ0204,69,427,897,4906,54,371,689,3680
2020-08-06,CZ020,CZ0201,70,396,897,4906,52,329,689,3680
2020-08-06,CZ020,CZ0206,38,338,897,4906,31,231,689,3680
2020-08-06,CZ020,CZ020C,12,67,897,4906,12,56,689,3680
2020-08-06,CZ020,CZ0205,38,174,897,4906,35,144,689,3680
2020-08-07,CZ020,CZ0205,68,242,1287,6193,59,203,930,4610
2020-08-07,CZ020,CZ0201,51,447,1287,6193,38,367,930,4610
2020-08-07,CZ020,CZ020C,16,83,1287,6193,12,68,930,4610
2020-08-07,CZ020,CZ0204,113,540,1287,6193,101,472,930,4610
2020-08-07,CZ020,CZ0206,114,452,1287,6193,75,306,930,4610
2020-08-07,CZ020,CZ020B,111,371,1287,6193,100,309,930,4610
2020-08-07,CZ020,CZ0209,200,1128,1287,6193,132,766,930,4610
2020-08-07,CZ020,CZ0202,50,335,1287,6193,41,268,930,4610
2020-08-07,CZ020,CZ0203,54,310,1287,6193,47,258,930,4610
2020-08-07,CZ020,CZ0207,166,645,1287,6193,136,543,930,4610
2020-08-07,CZ020,CZ0208,170,573,1287,6193,66,319,930,4610
2020-08-07,CZ020,CZ020A,174,1067,1287,6193,123,731,930,4610
2020-08-08,CZ020,CZ0208,81,654,828,7021,48,367,661,5271
2020-08-08,CZ020,CZ0207,134,779,828,7021,121,664,661,5271
2020-08-08,CZ020,CZ0203,43,353,828,7021,36,294,661,5271
2020-08-08,CZ020,CZ020A,132,1199,828,7021,98,829,661,5271
2020-08-08,CZ020,CZ0202,45,380,828,7021,35,303,661,5271
2020-08-08,CZ020,CZ0209,130,1258,828,7021,97,863,661,5271
2020-08-08,CZ020,CZ0204,71,611,828,7021,58,530,661,5271
2020-08-08,CZ020,CZ020B,81,452,828,7021,72,381,661,5271
2020-08-08,CZ020,CZ0206,55,507,828,7021,47,353,661,5271
2020-08-08,CZ020,CZ020C,5,88,828,7021,4,72,661,5271
2020-08-08,CZ020,CZ0201,33,480,828,7021,29,396,661,5271
2020-08-08,CZ020,CZ0205,18,260,828,7021,16,219,661,5271
2020-08-09,CZ020,CZ0208,31,685,412,7433,19,386,335,5606
2020-08-09,CZ020,CZ0203,29,382,412,7433,29,323,335,5606
2020-08-09,CZ020,CZ020A,80,1279,412,7433,60,889,335,5606
2020-08-09,CZ020,CZ0207,91,870,412,7433,83,747,335,5606
2020-08-09,CZ020,CZ0202,20,400,412,7433,18,321,335,5606
2020-08-09,CZ020,CZ0209,70,1328,412,7433,55,918,335,5606
2020-08-09,CZ020,CZ0204,21,632,412,7433,16,546,335,5606
2020-08-09,CZ020,CZ020B,22,474,412,7433,14,395,335,5606
2020-08-09,CZ020,CZ0206,36,543,412,7433,30,383,335,5606
2020-08-09,CZ020,CZ020C,2,90,412,7433,2,74,335,5606
2020-08-09,CZ020,CZ0201,6,486,412,7433,5,401,335,5606
2020-08-09,CZ020,CZ0205,4,264,412,7433,4,223,335,5606
2020-08-10,CZ020,CZ0207,79,949,721,8154,70,817,566,6172
2020-08-10,CZ020,CZ0202,39,439,721,8154,31,352,566,6172
2020-08-10,CZ020,CZ0208,31,716,721,8154,17,403,566,6172
2020-08-10,CZ020,CZ0203,60,442,721,8154,54,377,566,6172
2020-08-10,CZ020,CZ020A,144,1423,721,8154,88,977,566,6172
2020-08-10,CZ020,CZ0209,117,1445,721,8154,91,1009,566,6172
2020-08-10,CZ020,CZ0204,15,647,721,8154,13,559,566,6172
2020-08-10,CZ020,CZ0206,46,589,721,8154,36,419,566,6172
2020-08-10,CZ020,CZ020B,56,530,721,8154,48,443,566,6172
2020-08-10,CZ020,CZ0201,66,552,721,8154,55,456,566,6172
2020-08-10,CZ020,CZ0205,55,319,721,8154,51,274,566,6172
2020-08-10,CZ020,CZ020C,13,103,721,8154,12,86,566,6172
2020-08-11,CZ020,CZ0207,152,1101,1205,9359,118,935,931,7103
2020-08-11,CZ020,CZ0208,129,845,1205,9359,89,492,931,7103
2020-08-11,CZ020,CZ0203,43,485,1205,9359,37,414,931,7103
2020-08-11,CZ020,CZ020A,180,1603,1205,9359,112,1089,931,7103
2020-08-11,CZ020,CZ0202,66,505,1205,9359,54,406,931,7103
2020-08-11,CZ020,CZ0209,190,1635,1205,9359,145,1154,931,7103
2020-08-11,CZ020,CZ0204,67,714,1205,9359,49,608,931,7103
2020-08-11,CZ020,CZ0206,84,673,1205,9359,77,496,931,7103
2020-08-11,CZ020,CZ020B,124,654,1205,9359,107,550,931,7103
2020-08-11,CZ020,CZ020C,16,119,1205,9359,13,99,931,7103
2020-08-11,CZ020,CZ0201,98,650,1205,9359,79,535,931,7103
2020-08-11,CZ020,CZ0205,56,375,1205,9359,51,325,931,7103
2020-08-12,CZ020,CZ020A,132,1735,950,10309,92,1181,750,7853
2020-08-12,CZ020,CZ0207,122,1223,950,10309,104,1039,750,7853
2020-08-12,CZ020,CZ0202,63,568,950,10309,58,464,750,7853
2020-08-12,CZ020,CZ0208,79,924,950,10309,56,548,750,7853
2020-08-12,CZ020,CZ0203,63,548,950,10309,53,467,750,7853
2020-08-12,CZ020,CZ0209,149,1784,950,10309,114,1268,750,7853
2020-08-12,CZ020,CZ020B,71,725,950,10309,56,606,750,7853
2020-08-12,CZ020,CZ0206,70,743,950,10309,55,551,750,7853
2020-08-12,CZ020,CZ0204,79,793,950,10309,61,669,750,7853
2020-08-12,CZ020,CZ0201,67,717,950,10309,55,590,750,7853
2020-08-12,CZ020,CZ020C,19,138,950,10309,16,115,750,7853
2020-08-12,CZ020,CZ0205,36,411,950,10309,30,355,750,7853
2020-08-13,CZ020,CZ0205,44,455,935,11244,32,387,723,8576
2020-08-13,CZ020,CZ0201,59,776,935,11244,50,640,723,8576
2020-08-13,CZ020,CZ020C,18,156,935,11244,18,133,723,8576
2020-08-13,CZ020,CZ0206,85,828,935,11244,64,615,723,8576
2020-08-13,CZ020,CZ020B,103,828,935,11244,80,686,723,8576
2020-08-13,CZ020,CZ0204,59,852,935,11244,48,717,723,8576
2020-08-13,CZ020,CZ0209,151,1935,935,11244,109,1377,723,8576
2020-08-13,CZ020,CZ0202,50,618,935,11244,44,508,723,8576
2020-08-13,CZ020,CZ020A,158,1893,935,11244,114,1295,723,8576
2020-08-13,CZ020,CZ0203,50,598,935,11244,39,506,723,8576
2020-08-13,CZ020,CZ0207,90,1313,935,11244,72,1111,723,8576
2020-08-13,CZ020,CZ0208,68,992,935,11244,53,601,723,8576
2020-08-14,CZ020,CZ0205,94,549,985,12229,76,463,810,9386
2020-08-14,CZ020,CZ0201,86,862,985,12229,79,719,810,9386
2020-08-14,CZ020,CZ020C,15,171,985,12229,14,147,810,9386
2020-08-14,CZ020,CZ0206,63,891,985,12229,49,664,810,9386
2020-08-14,CZ020,CZ020B,67,895,985,12229,55,741,810,9386
2020-08-14,CZ020,CZ0204,60,912,985,12229,43,760,810,9386
2020-08-14,CZ020,CZ0209,134,2069,985,12229,103,1480,810,9386
2020-08-14,CZ020,CZ0202,80,698,985,12229,74,582,810,9386
2020-08-14,CZ020,CZ0207,131,1444,985,12229,116,1227,810,9386
2020-08-14,CZ020,CZ020A,157,2050,985,12229,119,1414,810,9386
2020-08-14,CZ020,CZ0203,41,639,985,12229,36,542,810,9386
2020-08-14,CZ020,CZ0208,57,1049,985,12229,46,647,810,9386
2020-08-15,CZ020,CZ0205,6,555,535,12764,5,468,437,9823
2020-08-15,CZ020,CZ020C,9,180,535,12764,7,154,437,9823
2020-08-15,CZ020,CZ0206,40,931,535,12764,31,695,437,9823
2020-08-15,CZ020,CZ0201,23,885,535,12764,13,732,437,9823
2020-08-15,CZ020,CZ0204,11,923,535,12764,9,769,437,9823
2020-08-15,CZ020,CZ0209,104,2173,535,12764,83,1563,437,9823
2020-08-15,CZ020,CZ020B,46,941,535,12764,19,760,437,9823
2020-08-15,CZ020,CZ020A,101,2151,535,12764,85,1499,437,9823
2020-08-15,CZ020,CZ0207,62,1506,535,12764,60,1287,437,9823
2020-08-15,CZ020,CZ0203,78,717,535,12764,78,620,437,9823
2020-08-15,CZ020,CZ0208,31,1080,535,12764,25,672,437,9823
2020-08-15,CZ020,CZ0202,24,722,535,12764,22,604,437,9823
2020-08-16,CZ020,CZ0205,7,562,424,13188,5,473,322,10145
2020-08-16,CZ020,CZ0201,8,893,424,13188,7,739,322,10145
2020-08-16,CZ020,CZ020C,4,184,424,13188,4,158,322,10145
2020-08-16,CZ020,CZ020B,21,962,424,13188,11,771,322,10145
2020-08-16,CZ020,CZ0206,32,963,424,13188,23,718,322,10145
2020-08-16,CZ020,CZ0204,76,999,424,13188,39,808,322,10145
2020-08-16,CZ020,CZ0209,108,2281,424,13188,90,1653,322,10145
2020-08-16,CZ020,CZ0202,14,736,424,13188,13,617,322,10145
2020-08-16,CZ020,CZ020A,62,2213,424,13188,51,1550,322,10145
2020-08-16,CZ020,CZ0203,36,753,424,13188,35,655,322,10145
2020-08-16,CZ020,CZ0208,36,1116,424,13188,24,696,322,10145
2020-08-16,CZ020,CZ0207,20,1526,424,13188,20,1307,322,10145
2020-08-17,CZ020,CZ020A,124,2337,777,13965,97,1647,624,10769
2020-08-17,CZ020,CZ0208,40,1156,777,13965,37,733,624,10769
2020-08-17,CZ020,CZ0207,92,1618,777,13965,77,1384,624,10769
2020-08-17,CZ020,CZ0203,59,812,777,13965,57,712,624,10769
2020-08-17,CZ020,CZ0202,31,767,777,13965,29,646,624,10769
2020-08-17,CZ020,CZ0209,120,2401,777,13965,100,1753,624,10769
2020-08-17,CZ020,CZ020B,71,1033,777,13965,31,802,624,10769
2020-08-17,CZ020,CZ0206,69,1032,777,13965,52,770,624,10769
2020-08-17,CZ020,CZ0204,35,1034,777,13965,33,841,624,10769
2020-08-17,CZ020,CZ020C,21,205,777,13965,19,177,624,10769
2020-08-17,CZ020,CZ0201,51,944,777,13965,45,784,624,10769
2020-08-17,CZ020,CZ0205,64,626,777,13965,47,520,624,10769
2020-08-18,CZ020,CZ0207,134,1752,983,14948,127,1511,812,11581
2020-08-18,CZ020,CZ0208,65,1221,983,14948,50,783,812,11581
2020-08-18,CZ020,CZ0203,47,859,983,14948,44,756,812,11581
2020-08-18,CZ020,CZ020A,150,2487,983,14948,132,1779,812,11581
2020-08-18,CZ020,CZ0202,49,816,983,14948,45,691,812,11581
2020-08-18,CZ020,CZ0209,136,2537,983,14948,122,1875,812,11581
2020-08-18,CZ020,CZ0204,75,1109,983,14948,61,902,812,11581
2020-08-18,CZ020,CZ0206,74,1106,983,14948,48,818,812,11581
2020-08-18,CZ020,CZ020B,92,1125,983,14948,52,854,812,11581
2020-08-18,CZ020,CZ020C,13,218,983,14948,13,190,812,11581
2020-08-18,CZ020,CZ0201,63,1007,983,14948,54,838,812,11581
2020-08-18,CZ020,CZ0205,85,711,983,14948,64,584,812,11581
2020-08-19,CZ020,CZ0205,65,776,820,15768,38,622,663,12244
2020-08-19,CZ020,CZ020C,12,230,820,15768,11,201,663,12244
2020-08-19,CZ020,CZ0201,47,1054,820,15768,38,876,663,12244
2020-08-19,CZ020,CZ0204,59,1168,820,15768,48,950,663,12244
2020-08-19,CZ020,CZ0206,73,1179,820,15768,54,872,663,12244
2020-08-19,CZ020,CZ020B,57,1182,820,15768,47,901,663,12244
2020-08-19,CZ020,CZ0209,135,2672,820,15768,118,1993,663,12244
2020-08-19,CZ020,CZ0203,48,907,820,15768,40,796,663,12244
2020-08-19,CZ020,CZ0208,38,1259,820,15768,31,814,663,12244
2020-08-19,CZ020,CZ0202,48,864,820,15768,42,733,663,12244
2020-08-19,CZ020,CZ0207,94,1846,820,15768,90,1601,663,12244
2020-08-19,CZ020,CZ020A,144,2631,820,15768,106,1885,663,12244
2020-08-20,CZ020,CZ0205,59,835,983,16751,43,665,776,13020
2020-08-20,CZ020,CZ0201,84,1138,983,16751,69,945,776,13020
2020-08-20,CZ020,CZ020C,13,243,983,16751,11,212,776,13020
2020-08-20,CZ020,CZ0204,112,1280,983,16751,79,1029,776,13020
2020-08-20,CZ020,CZ0206,67,1246,983,16751,55,927,776,13020
2020-08-20,CZ020,CZ020B,85,1267,983,16751,57,958,776,13020
2020-08-20,CZ020,CZ0209,147,2819,983,16751,124,2117,776,13020
2020-08-20,CZ020,CZ0202,58,922,983,16751,47,780,776,13020
2020-08-20,CZ020,CZ0203,64,971,983,16751,58,854,776,13020
2020-08-20,CZ020,CZ0207,108,1954,983,16751,92,1693,776,13020
2020-08-20,CZ020,CZ0208,53,1312,983,16751,41,855,776,13020
2020-08-20,CZ020,CZ020A,133,2764,983,16751,100,1985,776,13020
2020-08-21,CZ020,CZ0207,134,2088,1100,17851,124,1817,907,13927
2020-08-21,CZ020,CZ0208,76,1388,1100,17851,70,925,907,13927
2020-08-21,CZ020,CZ0203,83,1054,1100,17851,67,921,907,13927
2020-08-21,CZ020,CZ020A,159,2923,1100,17851,127,2112,907,13927
2020-08-21,CZ020,CZ0202,67,989,1100,17851,54,834,907,13927
2020-08-21,CZ020,CZ0209,181,3000,1100,17851,140,2257,907,13927
2020-08-21,CZ020,CZ0204,88,1368,1100,17851,77,1106,907,13927
2020-08-21,CZ020,CZ0206,66,1312,1100,17851,54,981,907,13927
2020-08-21,CZ020,CZ020B,86,1353,1100,17851,73,1031,907,13927
2020-08-21,CZ020,CZ0201,54,1192,1100,17851,37,982,907,13927
2020-08-21,CZ020,CZ0205,60,895,1100,17851,40,705,907,13927
2020-08-21,CZ020,CZ020C,46,289,1100,17851,44,256,907,13927
2020-08-22,CZ020,CZ020A,126,3049,741,18592,101,2213,585,14512
2020-08-22,CZ020,CZ0207,136,2224,741,18592,115,1932,585,14512
2020-08-22,CZ020,CZ0202,35,1024,741,18592,27,861,585,14512
2020-08-22,CZ020,CZ0208,68,1456,741,18592,50,975,585,14512
2020-08-22,CZ020,CZ0203,32,1086,741,18592,27,948,585,14512
2020-08-22,CZ020,CZ0209,141,3141,741,18592,106,2363,585,14512
2020-08-22,CZ020,CZ020B,28,1381,741,18592,18,1049,585,14512
2020-08-22,CZ020,CZ0206,64,1376,741,18592,44,1025,585,14512
2020-08-22,CZ020,CZ0204,66,1434,741,18592,57,1163,585,14512
2020-08-22,CZ020,CZ0201,17,1209,741,18592,15,997,585,14512
2020-08-22,CZ020,CZ020C,19,308,741,18592,17,273,585,14512
2020-08-22,CZ020,CZ0205,9,904,741,18592,8,713,585,14512
2020-08-23,CZ020,CZ0205,4,908,317,18909,3,716,275,14787
2020-08-23,CZ020,CZ0201,7,1216,317,18909,5,1002,275,14787
2020-08-23,CZ020,CZ020C,3,311,317,18909,2,275,275,14787
2020-08-23,CZ020,CZ020B,9,1390,317,18909,7,1056,275,14787
2020-08-23,CZ020,CZ0206,15,1391,317,18909,9,1034,275,14787
2020-08-23,CZ020,CZ0204,25,1459,317,18909,22,1185,275,14787
2020-08-23,CZ020,CZ0209,58,3199,317,18909,52,2415,275,14787
2020-08-23,CZ020,CZ0202,17,1041,317,18909,16,877,275,14787
2020-08-23,CZ020,CZ020A,70,3119,317,18909,62,2275,275,14787
2020-08-23,CZ020,CZ0203,26,1112,317,18909,24,972,275,14787
2020-08-23,CZ020,CZ0208,32,1488,317,18909,24,999,275,14787
2020-08-23,CZ020,CZ0207,51,2275,317,18909,49,1981,275,14787
2020-08-24,CZ020,CZ0205,54,962,751,19660,38,754,620,15407
2020-08-24,CZ020,CZ020C,10,321,751,19660,9,284,620,15407
2020-08-24,CZ020,CZ0201,62,1278,751,19660,55,1057,620,15407
2020-08-24,CZ020,CZ020B,91,1481,751,19660,78,1134,620,15407
2020-08-24,CZ020,CZ0206,43,1434,751,19660,31,1065,620,15407
2020-08-24,CZ020,CZ0204,30,1489,751,19660,28,1213,620,15407
2020-08-24,CZ020,CZ0209,100,3299,751,19660,80,2495,620,15407
2020-08-24,CZ020,CZ020A,110,3229,751,19660,80,2355,620,15407
2020-08-24,CZ020,CZ0203,62,1174,751,19660,58,1030,620,15407
2020-08-24,CZ020,CZ0208,63,1551,751,19660,54,1053,620,15407
2020-08-24,CZ020,CZ0207,86,2361,751,19660,71,2052,620,15407
2020-08-24,CZ020,CZ0202,40,1081,751,19660,38,915,620,15407
2020-08-25,CZ020,CZ0205,79,1041,1048,20708,52,806,855,16262
2020-08-25,CZ020,CZ020C,13,334,1048,20708,9,293,855,16262
2020-08-25,CZ020,CZ0206,66,1500,1048,20708,43,1108,855,16262
2020-08-25,CZ020,CZ0201,55,1333,1048,20708,47,1104,855,16262
2020-08-25,CZ020,CZ0204,85,1574,1048,20708,75,1288,855,16262
2020-08-25,CZ020,CZ020B,91,1572,1048,20708,79,1213,855,16262
2020-08-25,CZ020,CZ0209,151,3450,1048,20708,125,2620,855,16262
2020-08-25,CZ020,CZ0202,70,1151,1048,20708,62,977,855,16262
2020-08-25,CZ020,CZ020A,154,3383,1048,20708,126,2481,855,16262
2020-08-25,CZ020,CZ0207,119,2480,1048,20708,98,2150,855,16262
2020-08-25,CZ020,CZ0203,77,1251,1048,20708,69,1099,855,16262
2020-08-25,CZ020,CZ0208,88,1639,1048,20708,70,1123,855,16262
2020-08-26,CZ020,CZ0202,66,1217,1121,21829,58,1035,928,17190
2020-08-26,CZ020,CZ0207,158,2638,1121,21829,144,2294,928,17190
2020-08-26,CZ020,CZ0208,59,1698,1121,21829,43,1166,928,17190
2020-08-26,CZ020,CZ0203,55,1306,1121,21829,52,1151,928,17190
2020-08-26,CZ020,CZ020A,184,3567,1121,21829,138,2619,928,17190
2020-08-26,CZ020,CZ0209,189,3639,1121,21829,154,2774,928,17190
2020-08-26,CZ020,CZ0204,114,1688,1121,21829,100,1388,928,17190
2020-08-26,CZ020,CZ0206,65,1565,1121,21829,52,1160,928,17190
2020-08-26,CZ020,CZ020B,93,1665,1121,21829,75,1288,928,17190
2020-08-26,CZ020,CZ0201,62,1395,1121,21829,56,1160,928,17190
2020-08-26,CZ020,CZ020C,13,347,1121,21829,11,304,928,17190
2020-08-26,CZ020,CZ0205,63,1104,1121,21829,45,851,928,17190
2020-08-27,CZ020,CZ020A,190,3757,1134,22963,166,2785,930,18120
2020-08-27,CZ020,CZ0208,66,1764,1134,22963,55,1221,930,18120
2020-08-27,CZ020,CZ0207,140,2778,1134,22963,99,2393,930,18120
2020-08-27,CZ020,CZ0203,86,1392,1134,22963,65,1216,930,18120
2020-08-27,CZ020,CZ0202,49,1266,1134,22963,42,1077,930,18120
2020-08-27,CZ020,CZ0209,197,3836,1134,22963,153,2927,930,18120
2020-08-27,CZ020,CZ020B,101,1766,1134,22963,83,1371,930,18120
2020-08-27,CZ020,CZ0206,93,1658,1134,22963,83,1243,930,18120
2020-08-27,CZ020,CZ0204,71,1759,1134,22963,59,1447,930,18120
2020-08-27,CZ020,CZ020C,19,366,1134,22963,18,322,930,18120
2020-08-27,CZ020,CZ0201,66,1461,1134,22963,56,1216,930,18120
2020-08-27,CZ020,CZ0205,56,1160,1134,22963,51,902,930,18120
2020-08-28,CZ020,CZ0202,76,1342,1413,24376,63,1140,1134,19254
2020-08-28,CZ020,CZ0208,78,1842,1413,24376,63,1284,1134,19254
2020-08-28,CZ020,CZ0203,124,1516,1413,24376,70,1286,1134,19254
2020-08-28,CZ020,CZ0207,172,2950,1413,24376,132,2525,1134,19254
2020-08-28,CZ020,CZ020A,202,3959,1413,24376,163,2948,1134,19254
2020-08-28,CZ020,CZ020B,110,1876,1413,24376,102,1473,1134,19254
2020-08-28,CZ020,CZ0209,223,4059,1413,24376,184,3111,1134,19254
2020-08-28,CZ020,CZ0204,151,1910,1413,24376,122,1569,1134,19254
2020-08-28,CZ020,CZ0201,120,1581,1413,24376,102,1318,1134,19254
2020-08-28,CZ020,CZ0206,83,1741,1413,24376,71,1314,1134,19254
2020-08-28,CZ020,CZ020C,20,386,1413,24376,18,340,1134,19254
2020-08-28,CZ020,CZ0205,54,1214,1413,24376,44,946,1134,19254
2020-08-29,CZ020,CZ0207,128,3078,940,25316,101,2626,773,20027
2020-08-29,CZ020,CZ0208,61,1903,940,25316,48,1332,773,20027
2020-08-29,CZ020,CZ0203,59,1575,940,25316,53,1339,773,20027
2020-08-29,CZ020,CZ020A,206,4165,940,25316,156,3104,773,20027
2020-08-29,CZ020,CZ0202,57,1399,940,25316,50,1190,773,20027
2020-08-29,CZ020,CZ0209,178,4237,940,25316,159,3270,773,20027
2020-08-29,CZ020,CZ0204,63,1973,940,25316,53,1622,773,20027
2020-08-29,CZ020,CZ0206,87,1828,940,25316,70,1384,773,20027
2020-08-29,CZ020,CZ020B,49,1925,940,25316,38,1511,773,20027
2020-08-29,CZ020,CZ020C,8,394,940,25316,8,348,773,20027
2020-08-29,CZ020,CZ0201,27,1608,940,25316,25,1343,773,20027
2020-08-29,CZ020,CZ0205,17,1231,940,25316,12,958,773,20027
2020-08-30,CZ020,CZ0205,13,1244,621,25937,12,970,497,20524
2020-08-30,CZ020,CZ020C,6,400,621,25937,6,354,497,20524
2020-08-30,CZ020,CZ0201,24,1632,621,25937,21,1364,497,20524
2020-08-30,CZ020,CZ0204,50,2023,621,25937,27,1649,497,20524
2020-08-30,CZ020,CZ0206,69,1897,621,25937,67,1451,497,20524
2020-08-30,CZ020,CZ020B,40,1965,621,25937,33,1544,497,20524
2020-08-30,CZ020,CZ0209,138,4375,621,25937,105,3375,497,20524
2020-08-30,CZ020,CZ0203,47,1622,621,25937,41,1380,497,20524
2020-08-30,CZ020,CZ0208,65,1968,621,25937,50,1382,497,20524
2020-08-30,CZ020,CZ0202,32,1431,621,25937,30,1220,497,20524
2020-08-30,CZ020,CZ0207,20,3098,621,25937,17,2643,497,20524
2020-08-30,CZ020,CZ020A,117,4282,621,25937,88,3192,497,20524
2020-08-31,CZ020,CZ0205,65,1309,1075,27012,51,1021,861,21385
2020-08-31,CZ020,CZ020C,12,412,1075,27012,12,366,861,21385
2020-08-31,CZ020,CZ0201,78,1710,1075,27012,67,1431,861,21385
2020-08-31,CZ020,CZ020B,139,2104,1075,27012,110,1654,861,21385
2020-08-31,CZ020,CZ0206,93,1990,1075,27012,59,1510,861,21385
2020-08-31,CZ020,CZ0204,30,2053,1075,27012,28,1677,861,21385
2020-08-31,CZ020,CZ0209,212,4587,1075,27012,165,3540,861,21385
2020-08-31,CZ020,CZ020A,177,4459,1075,27012,134,3326,861,21385
2020-08-31,CZ020,CZ0203,89,1711,1075,27012,82,1462,861,21385
2020-08-31,CZ020,CZ0208,40,2008,1075,27012,28,1410,861,21385
2020-08-31,CZ020,CZ0207,65,3163,1075,27012,58,2701,861,21385
2020-08-31,CZ020,CZ0202,75,1506,1075,27012,67,1287,861,21385
2020-09-01,CZ020,CZ0208,89,2097,1587,28599,71,1481,1385,22770
