datum,kraj_nuts_kod,okres_lau_kod,prirustkovy_pocet_testu_okres,kumulativni_pocet_testu_okres,prirustkovy_pocet_testu_kraj,kumulativni_pocet_testu_kraj,prirustkovy_pocet_prvnich_testu_okres,kumulativni_pocet_prvnich_testu_okres,prirustkovy_pocet_prvnich_testu_kraj,kumulativni_pocet_prvnich_testu_kraj
2020-12-26,CZ052,CZ0525,51,29228,518,148519,51,26016,518,132892
2020-12-27,CZ052,CZ0525,166,29394,1012,149531,166,26182,878,133770
2020-12-27,CZ052,CZ0523,187,32180,1012,149531,185,28345,878,133770
2020-12-27,CZ052,CZ0522,47,17689,1012,149531,45,16218,878,133770
2020-12-27,CZ052,CZ0521,400,49636,1012,149531,281,44186,878,133770
2020-12-27,CZ052,CZ0524,212,20632,1012,149531,201,18839,878,133770
2020-12-28,CZ052,CZ0524,256,20888,1744,151275,256,19095,1736,135506
2020-12-28,CZ052,CZ0521,709,50345,1744,151275,709,44895,1736,135506
2020-12-28,CZ052,CZ0523,285,32465,1744,151275,277,28622,1736,135506
2021-03-21,CZ032,CZ0322,29,38847,537,293720,29,36804,514,278376
2021-03-22,CZ032,CZ0324,255,41285,1711,295431,249,39247,1692,280068
2021-03-22,CZ032,CZ0322,188,39035,1711,295431,188,36992,1692,280068
2021-03-22,CZ032,CZ0327,145,25541,1711,295431,134,23880,1692,280068
2021-03-22,CZ032,CZ0326,198,25455,1711,295431,198,24067,1692,280068
2021-03-22,CZ032,CZ0323,557,99308,1711,295431,557,94624,1692,280068
2021-03-22,CZ032,CZ0325,184,42364,1711,295431,184,39945,1692,280068
2021-03-22,CZ032,CZ0321,184,22443,1711,295431,182,21313,1692,280068
2021-03-23,CZ032,CZ0322,249,39284,1710,297141,242,37234,1695,281763
2021-03-23,CZ032,CZ0324,271,41556,1710,297141,268,39515,1695,281763
2021-03-23,CZ032,CZ0327,129,25670,1710,297141,124,24004,1695,281763
2021-03-23,CZ032,CZ0326,170,25625,1710,297141,170,24237,1695,281763
2021-03-23,CZ032,CZ0323,518,99826,1710,297141,518,95142,1695,281763
2021-03-23,CZ032,CZ0321,166,22609,1710,297141,166,21479,1695,281763
2021-03-23,CZ032,CZ0325,207,42571,1710,297141,207,40152,1695,281763
2021-03-24,CZ032,CZ0321,169,22778,1553,298694,156,21635,1540,283303
2021-03-24,CZ032,CZ0325,179,42750,1553,298694,179,40331,1540,283303
2021-03-24,CZ032,CZ0326,122,25747,1553,298694,122,24359,1540,283303
2021-03-24,CZ032,CZ0327,102,25772,1553,298694,102,24106,1540,283303
2021-03-24,CZ032,CZ0323,563,100389,1553,298694,563,95705,1540,283303
2021-03-24,CZ032,CZ0322,195,39479,1553,298694,195,37429,1540,283303
2021-03-24,CZ032,CZ0324,223,41779,1553,298694,223,39738,1540,283303
2021-03-25,CZ032,CZ0321,57,22835,1189,299883,57,21692,1114,284417
2021-03-25,CZ032,CZ0325,131,42881,1189,299883,131,40462,1114,284417
2021-03-25,CZ032,CZ0323,276,100665,1189,299883,276,95981,1114,284417
2021-03-25,CZ032,CZ0326,97,25844,1189,299883,97,24456,1114,284417
2021-03-25,CZ032,CZ0327,135,25907,1189,299883,105,24211,1114,284417
2021-03-25,CZ032,CZ0322,199,39678,1189,299883,199,37628,1114,284417
2021-03-25,CZ032,CZ0324,294,42073,1189,299883,249,39987,1114,284417
2021-03-26,CZ032,CZ0324,321,42394,1413,301296,303,40290,1371,285788
2021-03-26,CZ032,CZ0322,271,39949,1413,301296,262,37890,1371,285788
2021-03-26,CZ032,CZ0323,311,100976,1413,301296,311,96292,1371,285788
2021-03-26,CZ032,CZ0327,104,26011,1413,301296,104,24315,1371,285788
2021-03-26,CZ032,CZ0326,126,25970,1413,301296,111,24567,1371,285788
2021-03-26,CZ032,CZ0325,134,43015,1413,301296,134,40596,1371,285788
2021-03-26,CZ032,CZ0321,146,22981,1413,301296,146,21838,1371,285788
2021-03-27,CZ032,CZ0324,87,42481,423,301719,73,40363,406,286194
2021-03-27,CZ032,CZ0322,38,39987,423,301719,38,37928,406,286194
2021-03-27,CZ032,CZ0327,32,26043,423,301719,31,24346,406,286194
2021-03-27,CZ032,CZ0326,21,25991,423,301719,21,24588,406,286194
2021-03-27,CZ032,CZ0323,144,101120,423,301719,144,96436,406,286194
2021-03-27,CZ032,CZ0325,76,43091,423,301719,76,40672,406,286194
2021-03-27,CZ032,CZ0321,25,23006,423,301719,23,21861,406,286194
2021-03-28,CZ032,CZ0322,11,39998,271,301990,11,37939,253,286447
2021-03-28,CZ032,CZ0324,83,42564,271,301990,79,40442,253,286447
2021-03-28,CZ032,CZ0327,47,26090,271,301990,34,24380,253,286447
2021-03-28,CZ032,CZ0326,10,26001,271,301990,10,24598,253,286447
2021-03-28,CZ032,CZ0323,78,101198,271,301990,78,96514,253,286447
2021-03-28,CZ032,CZ0321,10,23016,271,301990,9,21870,253,286447
2021-03-28,CZ032,CZ0325,32,43123,271,301990,32,40704,253,286447
2021-03-29,CZ032,CZ0322,202,40200,1330,303320,202,38141,1271,287718
2021-03-29,CZ032,CZ0324,351,42915,1330,303320,303,40745,1271,287718
2021-03-29,CZ032,CZ0327,106,26196,1330,303320,95,24475,1271,287718
2021-03-29,CZ032,CZ0326,166,26167,1330,303320,166,24764,1271,287718
2021-03-29,CZ032,CZ0323,317,101515,1330,303320,317,96831,1271,287718
2021-03-29,CZ032,CZ0325,125,43248,1330,303320,125,40829,1271,287718
2021-03-29,CZ032,CZ0321,63,23079,1330,303320,63,21933,1271,287718
2021-03-30,CZ032,CZ0321,160,23239,1242,304562,160,22093,1204,288922
2021-03-30,CZ032,CZ0325,119,43367,1242,304562,119,40948,1204,288922
2021-03-30,CZ032,CZ0323,312,101827,1242,304562,312,97143,1204,288922
2021-03-30,CZ032,CZ0326,138,26305,1242,304562,137,24901,1204,288922
2021-03-30,CZ032,CZ0327,40,26236,1242,304562,40,24515,1204,288922
2021-03-30,CZ032,CZ0322,191,40391,1242,304562,191,38332,1204,288922
2021-03-30,CZ032,CZ0324,282,43197,1242,304562,245,40990,1204,288922
2020-12-28,CZ052,CZ0525,256,29650,1744,151275,256,26438,1736,135506
2020-12-28,CZ052,CZ0522,238,17927,1744,151275,238,16456,1736,135506
2020-12-29,CZ052,CZ0524,219,21107,1553,152828,219,19314,1553,137059
2020-12-29,CZ052,CZ0521,706,51051,1553,152828,706,45601,1553,137059
2020-12-29,CZ052,CZ0522,128,18055,1553,152828,128,16584,1553,137059
2020-12-29,CZ052,CZ0523,217,32682,1553,152828,217,28839,1553,137059
2020-12-29,CZ052,CZ0525,283,29933,1553,152828,283,26721,1553,137059
2020-12-30,CZ052,CZ0521,756,51807,1954,154782,756,46357,1954,139013
2020-12-30,CZ052,CZ0524,263,21370,1954,154782,263,19577,1954,139013
2020-12-30,CZ052,CZ0525,529,30462,1954,154782,529,27250,1954,139013
2020-12-30,CZ052,CZ0522,166,18221,1954,154782,166,16750,1954,139013
2020-12-30,CZ052,CZ0523,240,32922,1954,154782,240,29079,1954,139013
2020-12-31,CZ052,CZ0522,284,18505,1751,156533,284,17034,1615,140628
2020-12-31,CZ052,CZ0523,276,33198,1751,156533,269,29348,1615,140628
2020-12-31,CZ052,CZ0525,514,30976,1751,156533,502,27752,1615,140628
2020-12-31,CZ052,CZ0521,411,52218,1751,156533,294,46651,1615,140628
2020-12-31,CZ052,CZ0524,266,21636,1751,156533,266,19843,1615,140628
2021-01-01,CZ052,CZ0523,55,33253,516,157049,55,29403,516,141144
2021-01-01,CZ052,CZ0522,20,18525,516,157049,20,17054,516,141144
2021-01-01,CZ052,CZ0525,89,31065,516,157049,89,27841,516,141144
2021-01-01,CZ052,CZ0524,67,21703,516,157049,67,19910,516,141144
2021-01-01,CZ052,CZ0521,285,52503,516,157049,285,46936,516,141144
2021-01-02,CZ052,CZ0522,54,18579,912,157961,54,17108,891,142035
2021-01-02,CZ052,CZ0525,211,31276,912,157961,211,28052,891,142035
2021-01-02,CZ052,CZ0523,210,33463,912,157961,210,29613,891,142035
2021-01-02,CZ052,CZ0521,370,52873,912,157961,349,47285,891,142035
2021-01-02,CZ052,CZ0524,67,21770,912,157961,67,19977,891,142035
2021-01-03,CZ052,CZ0523,244,33707,1326,159287,244,29857,1319,143354
2021-01-03,CZ052,CZ0522,94,18673,1326,159287,87,17195,1319,143354
2021-01-03,CZ052,CZ0525,219,31495,1326,159287,219,28271,1319,143354
2021-01-03,CZ052,CZ0524,247,22017,1326,159287,247,20224,1319,143354
2021-01-03,CZ052,CZ0521,522,53395,1326,159287,522,47807,1319,143354
2021-01-04,CZ052,CZ0524,371,22388,1859,161146,371,20595,1859,145213
2021-01-04,CZ052,CZ0521,601,53996,1859,161146,601,48408,1859,145213
2021-01-04,CZ052,CZ0525,315,31810,1859,161146,315,28586,1859,145213
2021-01-04,CZ052,CZ0522,254,18927,1859,161146,254,17449,1859,145213
2021-01-04,CZ052,CZ0523,318,34025,1859,161146,318,30175,1859,145213
2021-01-05,CZ052,CZ0524,390,22778,2221,163367,345,20940,1970,147183
2021-01-05,CZ052,CZ0521,879,54875,2221,163367,683,49091,1970,147183
2021-01-05,CZ052,CZ0523,435,34460,2221,163367,425,30600,1970,147183
2021-01-05,CZ052,CZ0525,388,32198,2221,163367,388,28974,1970,147183
2021-01-05,CZ052,CZ0522,129,19056,2221,163367,129,17578,1970,147183
2021-01-06,CZ052,CZ0525,623,32821,2260,165627,623,29597,2260,149443
2021-01-06,CZ052,CZ0523,403,34863,2260,165627,403,31003,2260,149443
2021-01-06,CZ052,CZ0522,228,19284,2260,165627,228,17806,2260,149443
2021-01-06,CZ052,CZ0521,677,55552,2260,165627,677,49768,2260,149443
2021-01-06,CZ052,CZ0524,329,23107,2260,165627,329,21269,2260,149443
2021-01-07,CZ052,CZ0523,479,35342,2099,167726,479,31482,2099,151542
2021-01-07,CZ052,CZ0522,201,19485,2099,167726,201,18007,2099,151542
2021-01-07,CZ052,CZ0525,533,33354,2099,167726,533,30130,2099,151542
2021-01-07,CZ052,CZ0521,648,56200,2099,167726,648,50416,2099,151542
2021-01-07,CZ052,CZ0524,238,23345,2099,167726,238,21507,2099,151542
2021-01-08,CZ052,CZ0524,289,23634,1921,169647,288,21795,1852,153394
2021-01-08,CZ052,CZ0521,469,56669,1921,169647,411,50827,1852,153394
2021-01-08,CZ052,CZ0525,575,33929,1921,169647,575,30705,1852,153394
2021-01-08,CZ052,CZ0523,401,35743,1921,169647,391,31873,1852,153394
2021-01-08,CZ052,CZ0522,187,19672,1921,169647,187,18194,1852,153394
2021-01-09,CZ052,CZ0524,251,23885,2054,171701,250,22045,1947,155341
2021-01-09,CZ052,CZ0521,779,57448,2054,171701,679,51506,1947,155341
2021-01-09,CZ052,CZ0522,279,19951,2054,171701,273,18467,1947,155341
2021-01-09,CZ052,CZ0523,414,36157,2054,171701,414,32287,1947,155341
2021-01-09,CZ052,CZ0525,331,34260,2054,171701,331,31036,1947,155341
2021-01-10,CZ052,CZ0524,333,24218,1126,172827,333,22378,1126,156467
2021-01-10,CZ052,CZ0521,380,57828,1126,172827,380,51886,1126,156467
2021-01-10,CZ052,CZ0523,196,36353,1126,172827,196,32483,1126,156467
2021-01-10,CZ052,CZ0525,188,34448,1126,172827,188,31224,1126,156467
2021-01-10,CZ052,CZ0522,29,19980,1126,172827,29,18496,1126,156467
2021-01-11,CZ052,CZ0525,465,34913,2151,174978,465,31689,2151,158618
2021-01-11,CZ052,CZ0522,231,20211,2151,174978,231,18727,2151,158618
2021-01-11,CZ052,CZ0523,496,36849,2151,174978,496,32979,2151,158618
2021-01-11,CZ052,CZ0521,711,58539,2151,174978,711,52597,2151,158618
2021-01-11,CZ052,CZ0524,248,24466,2151,174978,248,22626,2151,158618
2021-01-12,CZ052,CZ0524,201,24667,1705,176683,201,22827,1625,160243
2021-01-12,CZ052,CZ0521,570,59109,1705,176683,491,53088,1625,160243
2021-01-12,CZ052,CZ0525,420,35333,1705,176683,420,32109,1625,160243
2021-01-12,CZ052,CZ0522,125,20336,1705,176683,125,18852,1625,160243
2021-01-12,CZ052,CZ0523,389,37238,1705,176683,388,33367,1625,160243
2021-01-13,CZ052,CZ0522,197,20533,2059,178742,197,19049,2056,162299
2021-01-13,CZ052,CZ0523,303,37541,2059,178742,303,33670,2056,162299
2021-01-13,CZ052,CZ0525,633,35966,2059,178742,633,32742,2056,162299
2021-01-13,CZ052,CZ0521,630,59739,2059,178742,630,53718,2056,162299
2021-01-13,CZ052,CZ0524,296,24963,2059,178742,293,23120,2056,162299
2021-01-14,CZ052,CZ0522,213,20746,1985,180727,213,19262,1985,164284
2021-01-14,CZ052,CZ0525,609,36575,1985,180727,609,33351,1985,164284
2021-01-14,CZ052,CZ0523,456,37997,1985,180727,456,34126,1985,164284
2021-01-14,CZ052,CZ0524,203,25166,1985,180727,203,23323,1985,164284
2021-01-14,CZ052,CZ0521,504,60243,1985,180727,504,54222,1985,164284
2021-01-15,CZ052,CZ0525,437,37012,1614,182341,437,33788,1614,165898
2021-01-15,CZ052,CZ0523,210,38207,1614,182341,210,34336,1614,165898
2021-01-15,CZ052,CZ0522,226,20972,1614,182341,226,19488,1614,165898
2021-01-15,CZ052,CZ0521,429,60672,1614,182341,429,54651,1614,165898
2021-01-15,CZ052,CZ0524,312,25478,1614,182341,312,23635,1614,165898
2021-01-16,CZ052,CZ0522,50,21022,1403,183744,45,19533,1355,167253
2021-01-16,CZ052,CZ0525,272,37284,1403,183744,266,34054,1355,167253
2021-01-16,CZ052,CZ0523,466,38673,1403,183744,455,34791,1355,167253
2021-01-16,CZ052,CZ0521,499,61171,1403,183744,479,55130,1355,167253
2021-01-16,CZ052,CZ0524,116,25594,1403,183744,110,23745,1355,167253
2021-01-17,CZ052,CZ0523,226,38899,792,184536,226,35017,783,168036
2021-01-17,CZ052,CZ0522,18,21040,792,184536,18,19551,783,168036
2021-01-17,CZ052,CZ0525,170,37454,792,184536,170,34224,783,168036
2021-01-17,CZ052,CZ0524,200,25794,792,184536,198,23943,783,168036
2021-01-17,CZ052,CZ0521,178,61349,792,184536,171,55301,783,168036
2021-01-18,CZ052,CZ0524,281,26075,2302,186838,273,24216,2272,170308
2021-01-18,CZ052,CZ0521,833,62182,2302,186838,811,56112,2272,170308
2021-01-18,CZ052,CZ0523,343,39242,2302,186838,343,35360,2272,170308
2021-01-18,CZ052,CZ0525,557,38011,2302,186838,557,34781,2272,170308
2021-01-18,CZ052,CZ0522,288,21328,2302,186838,288,19839,2272,170308
2021-01-19,CZ052,CZ0524,189,26264,1994,188832,189,24405,1994,172302
2021-01-19,CZ052,CZ0521,550,62732,1994,188832,550,56662,1994,172302
2021-01-19,CZ052,CZ0522,114,21442,1994,188832,114,19953,1994,172302
2021-01-19,CZ052,CZ0523,551,39793,1994,188832,551,35911,1994,172302
2021-01-19,CZ052,CZ0525,590,38601,1994,188832,590,35371,1994,172302
2021-01-20,CZ052,CZ0521,750,63482,2273,191105,708,57370,2222,174524
2021-01-20,CZ052,CZ0524,247,26511,2273,191105,240,24645,2222,174524
2021-01-20,CZ052,CZ0525,604,39205,2273,191105,604,35975,2222,174524
2021-01-20,CZ052,CZ0522,239,21681,2273,191105,239,20192,2222,174524
2021-01-20,CZ052,CZ0523,433,40226,2273,191105,431,36342,2222,174524
2021-01-21,CZ052,CZ0524,219,26730,1840,192945,219,24864,1840,176364
2021-01-21,CZ052,CZ0521,633,64115,1840,192945,633,58003,1840,176364
2021-01-21,CZ052,CZ0523,253,40479,1840,192945,253,36595,1840,176364
2021-01-21,CZ052,CZ0522,233,21914,1840,192945,233,20425,1840,176364
2021-01-21,CZ052,CZ0525,502,39707,1840,192945,502,36477,1840,176364
2021-01-22,CZ052,CZ0521,584,64699,2089,195034,516,58519,2011,178375
2021-01-22,CZ052,CZ0524,198,26928,2089,195034,198,25062,2011,178375
2021-01-22,CZ052,CZ0525,516,40223,2089,195034,516,36993,2011,178375
2021-01-22,CZ052,CZ0522,329,22243,2089,195034,329,20754,2011,178375
2021-01-22,CZ052,CZ0523,462,40941,2089,195034,452,37047,2011,178375
2021-01-23,CZ052,CZ0524,191,27119,1454,196488,191,25253,1454,179829
2021-01-23,CZ052,CZ0521,434,65133,1454,196488,434,58953,1454,179829
2021-01-23,CZ052,CZ0525,376,40599,1454,196488,376,37369,1454,179829
2021-01-23,CZ052,CZ0523,338,41279,1454,196488,338,37385,1454,179829
2021-01-23,CZ052,CZ0522,115,22358,1454,196488,115,20869,1454,179829
2021-01-24,CZ052,CZ0522,58,22416,965,197453,38,20907,923,180752
2021-01-24,CZ052,CZ0525,204,40803,965,197453,204,37573,923,180752
2021-01-24,CZ052,CZ0523,256,41535,965,197453,256,37641,923,180752
2021-01-24,CZ052,CZ0524,145,27264,965,197453,141,25394,923,180752
2021-01-24,CZ052,CZ0521,302,65435,965,197453,284,59237,923,180752
2021-01-25,CZ052,CZ0523,391,41926,1671,199124,385,38026,1585,182337
2021-01-25,CZ052,CZ0522,272,22688,1671,199124,272,21179,1585,182337
2021-01-25,CZ052,CZ0525,135,40938,1671,199124,135,37708,1585,182337
2021-01-25,CZ052,CZ0524,180,27444,1671,199124,180,25574,1585,182337
2021-01-25,CZ052,CZ0521,693,66128,1671,199124,613,59850,1585,182337
2021-01-26,CZ052,CZ0521,666,66794,2075,201199,666,60516,2075,184412
2021-01-26,CZ052,CZ0524,167,27611,2075,201199,167,25741,2075,184412
2021-01-26,CZ052,CZ0523,451,42377,2075,201199,451,38477,2075,184412
2021-01-26,CZ052,CZ0525,632,41570,2075,201199,632,38340,2075,184412
2021-01-26,CZ052,CZ0522,159,22847,2075,201199,159,21338,2075,184412
2021-01-27,CZ052,CZ0521,541,67335,2126,203325,541,61057,2126,186538
2021-01-27,CZ052,CZ0524,268,27879,2126,203325,268,26009,2126,186538
2021-01-27,CZ052,CZ0523,438,42815,2126,203325,438,38915,2126,186538
2021-01-27,CZ052,CZ0525,652,42222,2126,203325,652,38992,2126,186538
2021-01-27,CZ052,CZ0522,227,23074,2126,203325,227,21565,2126,186538
2021-01-28,CZ052,CZ0525,545,42767,2240,205565,545,39537,2240,188778
2021-01-28,CZ052,CZ0523,494,43309,2240,205565,494,39409,2240,188778
2021-01-28,CZ052,CZ0522,227,23301,2240,205565,227,21792,2240,188778
2021-01-28,CZ052,CZ0521,801,68136,2240,205565,801,61858,2240,188778
2021-01-28,CZ052,CZ0524,173,28052,2240,205565,173,26182,2240,188778
2021-01-29,CZ052,CZ0522,370,23671,2245,207810,364,22156,2138,190916
2021-01-29,CZ052,CZ0525,612,43379,2245,207810,584,40121,2138,190916
2021-01-29,CZ052,CZ0523,425,43734,2245,207810,415,39824,2138,190916
2021-01-29,CZ052,CZ0524,241,28293,2245,207810,241,26423,2138,190916
2021-01-29,CZ052,CZ0521,597,68733,2245,207810,534,62392,2138,190916
2021-01-30,CZ052,CZ0523,365,44099,1384,209194,365,40189,1384,192300
2021-01-30,CZ052,CZ0522,75,23746,1384,209194,75,22231,1384,192300
2021-01-30,CZ052,CZ0525,357,43736,1384,209194,357,40478,1384,192300
2021-01-30,CZ052,CZ0524,182,28475,1384,209194,182,26605,1384,192300
2021-01-30,CZ052,CZ0521,405,69138,1384,209194,405,62797,1384,192300
2021-01-31,CZ052,CZ0522,41,23787,1031,210225,41,22272,1031,193331
2021-01-31,CZ052,CZ0523,302,44401,1031,210225,302,40491,1031,193331
2021-01-31,CZ052,CZ0525,208,43944,1031,210225,208,40686,1031,193331
2021-01-31,CZ052,CZ0521,337,69475,1031,210225,337,63134,1031,193331
2021-01-31,CZ052,CZ0524,143,28618,1031,210225,143,26748,1031,193331
2021-02-01,CZ052,CZ0521,598,70073,1653,211878,504,63638,1557,194888
2021-02-01,CZ052,CZ0524,112,28730,1653,211878,110,26858,1557,194888
2021-02-01,CZ052,CZ0525,138,44082,1653,211878,138,40824,1557,194888
2021-02-01,CZ052,CZ0522,324,24111,1653,211878,324,22596,1557,194888
2021-02-01,CZ052,CZ0523,481,44882,1653,211878,481,40972,1557,194888
2021-02-02,CZ052,CZ0524,169,28899,2237,214115,169,27027,2183,197071
2021-02-02,CZ052,CZ0521,802,70875,2237,214115,759,64397,2183,197071
2021-02-02,CZ052,CZ0522,179,24290,2237,214115,179,22775,2183,197071
2021-02-02,CZ052,CZ0523,475,45357,2237,214115,464,41436,2183,197071
2021-02-02,CZ052,CZ0525,612,44694,2237,214115,612,41436,2183,197071
2021-02-03,CZ052,CZ0523,364,45721,2392,216507,364,41800,2392,199463
2021-02-03,CZ052,CZ0522,244,24534,2392,216507,244,23019,2392,199463
2021-02-03,CZ052,CZ0525,814,45508,2392,216507,814,42250,2392,199463
2021-02-03,CZ052,CZ0524,235,29134,2392,216507,235,27262,2392,199463
2021-02-03,CZ052,CZ0521,735,71610,2392,216507,735,65132,2392,199463
2021-02-04,CZ052,CZ0521,571,72181,1981,218488,571,65703,1981,201444
2021-02-04,CZ052,CZ0524,177,29311,1981,218488,177,27439,1981,201444
2021-02-04,CZ052,CZ0525,550,46058,1981,218488,550,42800,1981,201444
2021-02-04,CZ052,CZ0522,265,24799,1981,218488,265,23284,1981,201444
2021-02-04,CZ052,CZ0523,418,46139,1981,218488,418,42218,1981,201444
2021-02-05,CZ052,CZ0523,359,46498,2009,220497,359,42577,2007,203451
2021-02-05,CZ052,CZ0522,354,25153,2009,220497,354,23638,2007,203451
2021-02-05,CZ052,CZ0525,653,46711,2009,220497,653,43453,2007,203451
2021-02-05,CZ052,CZ0521,419,72600,2009,220497,417,66120,2007,203451
2021-02-05,CZ052,CZ0524,224,29535,2009,220497,224,27663,2007,203451
2021-02-06,CZ052,CZ0521,668,73268,1498,221995,668,66788,1475,204926
2021-02-06,CZ052,CZ0524,204,29739,1498,221995,181,27844,1475,204926
2021-02-06,CZ052,CZ0525,416,47127,1498,221995,416,43869,1475,204926
2021-02-06,CZ052,CZ0522,88,25241,1498,221995,88,23726,1475,204926
2021-02-06,CZ052,CZ0523,122,46620,1498,221995,122,42699,1475,204926
2021-02-07,CZ052,CZ0521,408,73676,1296,223291,359,67147,1243,206169
2021-02-07,CZ052,CZ0524,206,29945,1296,223291,206,28050,1243,206169
2021-02-07,CZ052,CZ0525,160,47287,1296,223291,160,44029,1243,206169
2021-02-07,CZ052,CZ0522,51,25292,1296,223291,47,23773,1243,206169
2021-02-07,CZ052,CZ0523,471,47091,1296,223291,471,43170,1243,206169
2021-02-08,CZ052,CZ0524,144,30089,1873,225164,144,28194,1791,207960
2021-02-08,CZ052,CZ0521,683,74359,1873,225164,601,67748,1791,207960
2021-02-08,CZ052,CZ0525,437,47724,1873,225164,437,44466,1791,207960
2021-02-08,CZ052,CZ0523,372,47463,1873,225164,372,43542,1791,207960
2021-02-08,CZ052,CZ0522,237,25529,1873,225164,237,24010,1791,207960
2021-02-09,CZ052,CZ0522,228,25757,2339,227503,228,24238,2339,210299
2021-02-09,CZ052,CZ0523,527,47990,2339,227503,527,44069,2339,210299
2021-02-09,CZ052,CZ0525,678,48402,2339,227503,678,45144,2339,210299
2021-02-09,CZ052,CZ0521,703,75062,2339,227503,703,68451,2339,210299
2021-02-09,CZ052,CZ0524,203,30292,2339,227503,203,28397,2339,210299
2021-02-10,CZ052,CZ0524,323,30615,2128,229631,320,28717,2125,212424
2021-02-10,CZ052,CZ0521,607,75669,2128,229631,607,69058,2125,212424
2021-02-10,CZ052,CZ0525,573,48975,2128,229631,573,45717,2125,212424
2021-02-10,CZ052,CZ0522,234,25991,2128,229631,234,24472,2125,212424
2021-02-10,CZ052,CZ0523,391,48381,2128,229631,391,44460,2125,212424
2021-02-11,CZ052,CZ0524,208,30823,2070,231701,208,28925,2070,214494
2021-02-11,CZ052,CZ0521,593,76262,2070,231701,593,69651,2070,214494
2021-02-11,CZ052,CZ0525,595,49570,2070,231701,595,46312,2070,214494
2021-02-11,CZ052,CZ0523,406,48787,2070,231701,406,44866,2070,214494
2021-02-11,CZ052,CZ0522,268,26259,2070,231701,268,24740,2070,214494
2021-02-12,CZ052,CZ0523,445,49232,2005,233706,435,45301,1933,216427
2021-02-12,CZ052,CZ0522,362,26621,2005,233706,362,25102,1933,216427
2021-02-12,CZ052,CZ0525,564,50134,2005,233706,564,46876,1933,216427
2021-02-12,CZ052,CZ0521,427,76689,2005,233706,365,70016,1933,216427
2021-02-12,CZ052,CZ0524,207,31030,2005,233706,207,29132,1933,216427
2021-02-13,CZ052,CZ0522,85,26706,1696,235402,85,25187,1675,218102
2021-02-13,CZ052,CZ0525,422,50556,1696,235402,422,47298,1675,218102
2021-02-13,CZ052,CZ0523,363,49595,1696,235402,363,45664,1675,218102
2021-02-13,CZ052,CZ0524,192,31222,1696,235402,192,29324,1675,218102
2021-02-13,CZ052,CZ0521,634,77323,1696,235402,613,70629,1675,218102
2021-02-14,CZ052,CZ0525,164,50720,845,236247,164,47462,845,218947
2021-02-14,CZ052,CZ0522,32,26738,845,236247,32,25219,845,218947
2021-02-14,CZ052,CZ0523,183,49778,845,236247,183,45847,845,218947
2021-02-14,CZ052,CZ0521,335,77658,845,236247,335,70964,845,218947
2021-02-14,CZ052,CZ0524,131,31353,845,236247,131,29455,845,218947
2021-02-15,CZ052,CZ0524,201,31554,2136,238383,201,29656,2136,221083
2021-02-15,CZ052,CZ0521,759,78417,2136,238383,759,71723,2136,221083
2021-02-15,CZ052,CZ0525,377,51097,2136,238383,377,47839,2136,221083
2021-02-15,CZ052,CZ0522,369,27107,2136,238383,369,25588,2136,221083
2021-02-15,CZ052,CZ0523,430,50208,2136,238383,430,46277,2136,221083
2021-02-16,CZ052,CZ0524,250,31804,2119,240502,250,29906,2119,223202
2021-02-16,CZ052,CZ0521,710,79127,2119,240502,710,72433,2119,223202
2021-02-16,CZ052,CZ0523,405,50613,2119,240502,405,46682,2119,223202
2021-02-16,CZ052,CZ0522,207,27314,2119,240502,207,25795,2119,223202
2021-02-16,CZ052,CZ0525,547,51644,2119,240502,547,48386,2119,223202
2021-02-17,CZ052,CZ0522,239,27553,2345,242847,239,26034,2185,225387
2021-02-17,CZ052,CZ0523,606,51219,2345,242847,580,47262,2185,225387
2021-02-17,CZ052,CZ0525,518,52162,2345,242847,518,48904,2185,225387
2021-02-17,CZ052,CZ0521,727,79854,2345,242847,602,73035,2185,225387
2021-02-17,CZ052,CZ0524,255,32059,2345,242847,246,30152,2185,225387
2021-02-18,CZ052,CZ0523,420,51639,2217,245064,420,47682,2217,227604
2021-02-18,CZ052,CZ0522,273,27826,2217,245064,273,26307,2217,227604
2021-02-18,CZ052,CZ0525,565,52727,2217,245064,565,49469,2217,227604
2021-02-18,CZ052,CZ0524,250,32309,2217,245064,250,30402,2217,227604
2021-02-18,CZ052,CZ0521,709,80563,2217,245064,709,73744,2217,227604
2021-02-19,CZ052,CZ0521,507,81070,2024,247088,507,74251,2024,229628
2021-02-19,CZ052,CZ0524,386,32695,2024,247088,386,30788,2024,229628
2021-02-19,CZ052,CZ0523,323,51962,2024,247088,323,48005,2024,229628
2021-02-19,CZ052,CZ0525,486,53213,2024,247088,486,49955,2024,229628
2021-02-19,CZ052,CZ0522,322,28148,2024,247088,322,26629,2024,229628
2021-02-20,CZ052,CZ0523,486,52448,1561,248649,486,48491,1555,231183
2021-02-20,CZ052,CZ0522,127,28275,1561,248649,127,26756,1555,231183
2021-02-20,CZ052,CZ0525,190,53403,1561,248649,184,50139,1555,231183
2021-02-20,CZ052,CZ0521,611,81681,1561,248649,611,74862,1555,231183
2021-02-20,CZ052,CZ0524,147,32842,1561,248649,147,30935,1555,231183
2021-02-21,CZ052,CZ0523,160,52608,1020,249669,143,48634,1003,232186
2021-02-21,CZ052,CZ0522,76,28351,1020,249669,76,26832,1003,232186
